slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
tororo,とろろ,Tororo,Tororo — grated mountain yam,,,,,,ingredient,生の山芋や長芋をすりおろした加工で、すりおろすほどに強い粘りが出るのが持ち味とされる。だしや味噌でのばして汁物にしたり、麦飯にそのままかけたりして食べられる、飯がよく進む一品という。,"Fresh mountain yam or nagaimo, grated fine — the more it's ground, the stickier it turns. Thinned with dashi or miso into a soup, or spooned straight over barley rice.",とろろ,https://ja.wikipedia.org/wiki/%E3%81%A8%E3%82%8D%E3%82%8D,Wikipedia,2026-09-10
furikake,ふりかけ,Furikake,Furikake — dry rice seasoning,,,,,,ingredient,魚の身や骨を細かくして味付けした乾いた振りかけで、大正期の熊本でカルシウム不足を補う工夫として考案されたと伝わる。今日では海苔・胡麻・削り節などを組み合わせた型が幅広く流通する。,"A dry, seasoned mix of fish, nori, sesame, and the like sprinkled over rice, said to have been devised in Taisho-era Kumamoto as a way to make up for a calcium shortage. Today it comes in a wide range of combinations.",会社概要｜ふりかけの御飯の友本舗,https://www.gohannotomo.co.jp/%e4%bc%9a%e7%a4%be%e6%a6%82%e8%a6%81/,株式会社フタバ,2026-09-10
tamago-kake-gohan,卵かけご飯,Tamago Kake Gohan,Tamago kake gohan — raw egg over rice,,,,,,dish,炊きたてのご飯に生卵を割り入れ、醤油などで味付けして食べる料理で、生卵を安全に食べられる衛生管理の行き届いた日本ならではの食べ方とされる。TKGの略称でも親しまれている。,"Hot rice with a raw egg cracked over it and seasoned with soy sauce, said to be possible thanks to Japan's thorough egg-safety standards. Widely known by its nickname, TKG.",卵かけご飯,https://ja.wikipedia.org/wiki/%E3%81%9F%E3%81%BE%E3%81%94%E3%81%8B%E3%81%91%E3%81%94%E9%A3%AF,Wikipedia,2026-09-10
shoga-no-tsukudani,生姜の佃煮,Shoga no Tsukudani,Shoga no tsukudani — ginger simmered dark in soy sauce,,,,,,ingredient,細切りにした生姜を醤油とみりんで煮詰めた保存食で、ぴりっとした辛みと甘辛さが同居するのが持ち味とされる。箸休めとしてご飯に添えられるほか、佃煮の応用型のひとつという。,"Sliced ginger simmered down in soy sauce and mirin, its sharp bite sitting alongside a sweet-salty finish. Served as a palate-refresher beside rice, and thought of as one branch of the tsukudani family.",佃煮 東京都｜うちの郷土料理：農林水産省,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/34_25_tokyo.html,農林水産省,2026-09-10
chirimen-jako,ちりめんじゃこ,Chirimen Jako,Chirimen-jako — dried young sardines,,,,,,ingredient,いわし類の稚魚を塩ゆでして天日で干した乾物で、乾燥の度合いによってしらす干しなどと呼び分けられるという。西日本ではちりめんじゃこ、東日本ではしらす干しと呼ばれる場合が多いとされる。,"Young sardine fry, boiled in salted water and sun-dried, with the name shifting according to how far the drying goes. Western Japan tends to call it chirimen-jako, eastern Japan shirasu-boshi.",ちりめんじゃこ,https://ja.wikipedia.org/wiki/%E3%81%A1%E3%82%8A%E3%82%81%E3%82%93%E3%81%98%E3%82%83%E3%81%93,Wikipedia,2026-09-10
chirimen-sansho,ちりめん山椒,Chirimen Sansho,Chirimen sansho — dried sardines simmered with sansho pepper,京都府,京都市,35.0037,135.7745,,ingredient,ちりめんじゃこと実山椒を酒・醤油・みりんで甘辛く煮た京都の惣菜で、昭和半ばに宮川町の料理人が手土産として作り始めたと伝わる。山椒のぴりっとした香りが余韻に残る。,"Chirimen-jako simmered sweet-salty with fresh sansho peppercorns in sake, soy sauce, and mirin — a Kyoto side dish said to have begun as a cook's gift in the mid-Showa era. The peppercorns leave a sharp, fragrant aftertaste.",ちりめん山椒（ちりめんさんしょう）京都府｜にっぽん伝統食図鑑,https://www.maff.go.jp/j/keikaku/syokubunka/traditional-foods/menu/tirimen_sansyo.html,農林水産省,2026-09-10
konbu-no-tsukudani,昆布の佃煮,Konbu no Tsukudani,Konbu no tsukudani — kelp simmered dark in soy sauce,,,,,,ingredient,細切りにした昆布を醤油とみりんで汁気がなくなるまで煮詰めた保存食で、とろりとした照りと昆布の旨味が凝縮されているとされる。佃煮の中でも定番の型のひとつで、家庭の常備菜として親しまれているという。,"Shredded kelp simmered down slick in soy sauce and mirin, its glossy sheen said to concentrate the kelp's own umami. One of the standard forms within the tsukudani family.",佃煮 東京都｜うちの郷土料理：農林水産省,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/34_25_tokyo.html,農林水産省,2026-09-10
katsuobushi,鰹節,Katsuobushi,"Katsuobushi — smoked, dried bonito",,,,,,ingredient,鰹を煮て燻し乾燥させた加工品で、削り節やおかかとしてご飯や料理に使われる。荒節・裸節・枯節と段階を経るごとに旨味が凝縮されていくとされ、和食のだし文化を支えてきた食材という。,"Bonito boiled, smoked, and dried, shaved into flakes and eaten over rice or used to make dashi. Passing through the stages of arabushi, hadaka-bushi, and kare-bushi is said to concentrate its umami further at each step.",かつお節について｜一般社団法人日本鰹節協会,http://katsuobushi.or.jp/about.html,一般社団法人日本鰹節協会,2026-09-10
iwanori,岩のり,Iwanori,Iwanori — wild rock-grown nori,,,,,,ingredient,岩場に自生する天然の海苔で、養殖海苔より肉厚で磯の香りが強いとされる。十六島海苔や城崎海苔など地域ごとに呼び名の異なる型が伝わっている、希少価値の高い海藻という。,"Wild seaweed gathered from coastal rock, said to run thicker and have a stronger sea aroma than farmed nori. Regional versions, each with its own name, include Uppurui-nori and Kinosaki-nori.",岩海苔,https://ja.wikipedia.org/wiki/%E5%B2%A9%E6%B5%B7%E8%8B%94,Wikipedia,2026-09-10
ikura-shoyu-zuke,いくら醤油漬け,Ikura Shoyu-zuke,Ikura shoyu-zuke — salmon roe marinated in soy sauce,北海道,,43.0642,141.3469,,ingredient,鮭の卵をほぐし、醤油だれに漬け込んだ北海道の郷土料理で、ぷちぷちとはじける食感とまろやかな旨味が特徴とされる。秋の鮭漁の時期に各家庭で仕込まれる、道内の食卓に根づいた一品という。,"Salmon roe separated from the skein and steeped in a soy sauce marinade, a Hokkaido specialty known for its popping texture and mellow umami. Households are said to put up a batch each autumn during salmon season.",いくら醤油漬け（いくらしょうゆづけ）北海道｜にっぽん伝統食図鑑,https://www.maff.go.jp/j/keikaku/syokubunka/traditional-foods/menu/ikurasyouyuzuke.html,農林水産省,2026-09-10
sujiko,すじこ,Sujiko,Sujiko — salted salmon roe skein,,,,,,ingredient,鮭の卵を卵巣の膜ごと塩漬けにした加工品で、いくらのようにほぐさず粒がまとまっているのが特徴とされる。塩気の強さと卵がまとまった食感の違いがいくらとの見分け方になるという。,"Salmon roe salted with the membrane still holding the eggs together, unlike ikura's loose beads. The stronger salt and the bound texture are said to be what tells it apart from ikura.",いくら醤油漬け（いくらしょうゆづけ）北海道｜にっぽん伝統食図鑑,https://www.maff.go.jp/j/keikaku/syokubunka/traditional-foods/menu/ikurasyouyuzuke.html,農林水産省,2026-09-10
miso-shiru,味噌汁,Miso Shiru,Miso shiru — miso soup,,,,,,dish,だしに味噌を溶き入れた汁物で、具や味噌の種類は地域や家庭によって幅があるとされる。ご飯・漬物とともに食卓に並ぶ一汁の型として、日々の食事に組み込まれてきたという。,"Dashi with miso stirred in, its ingredients and miso type said to vary by region and household. As the soup in a meal built around rice and pickles, it's said to have become a fixture of the daily table.",汁物｜うちの郷土料理：農林水産省,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/type/soup.html,農林水産省,2026-09-10
goma-shio,ごま塩,Goma Shio,Goma-shio — roasted salt and sesame,,,,,,ingredient,焼き塩と炒り胡麻を混ぜ合わせた調味料で、赤飯やおにぎりに振りかけて食べられる。塩とゴマの比重をそろえて均一に振り出せるよう工夫された市販品もある、素朴だが定番の薬味という。,"Roasted salt mixed with toasted sesame, sprinkled over red rice or a rice ball. Some store-bought versions are made so the salt and sesame pour out evenly together.",胡麻塩,https://ja.wikipedia.org/wiki/%E8%83%A1%E9%BA%BB%E5%A1%A9,Wikipedia,2026-09-10
