slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
matsumae-zuke,松前漬け,Matsumae-zuke,"Matsumae-zuke — squid, kelp, and herring roe steeped in soy sauce, a Hokkaido winter keeper",北海道,松前郡松前町,41.4308,140.1058,,ingredient,細切りにしたスルメイカと昆布を醤油だれで漬け込む、道南松前町発祥とされる保存食。ニシン漁で獲れた数の子を使ったのが始まりで、正月料理としても親しまれているという。,Shredded dried squid and kelp steeped in a soy-based marinade — a preserve said to trace to Matsumae in southern Hokkaido. It began with herring roe from the region's herring fishery and remains a fixture of New Year's cooking.,松前漬（北海道）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/matsumaezuke_hokkaido.html,農林水産省「うちの郷土料理」,2026-09-08
wasabi-zuke,わさび漬け,Wasabi-zuke,"Wasabizuke — chopped wasabi worked into sake lees, a Shizuoka station souvenir since 1889",静岡県,静岡市葵区有東木,35.22,138.335,,ingredient,わさびの茎や根を刻んで酒粕と練り合わせる粕漬け。徳川家康が門外不出とした有東木の栽培地から広まったとされ、明治22年の静岡駅構内での販売が定番土産の始まりという。,"Chopped wasabi stem and root worked into sake lees. Cultivation is said to trace to Utogi, a valley Tokugawa Ieyasu once forbade anyone to carry wasabi out of, and the pickle became a fixture of Shizuoka Station's platform stalls from 1889.",山葵漬け（静岡県）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/36_3_shizuoka.html,農林水産省「うちの郷土料理」,2026-09-08
yamagata-dashi,山形のだし,Yamagata Dashi,Dashi — a summer relish of chopped raw vegetables from Yamagata's Murayama basin,山形県,村山地域・置賜地域,38.2554,140.3396,,ingredient,なすやきゅうりなどの夏野菜と薬味を刻み、醤油で和える山形の常備菜。生のまま手軽に食べられるスピード料理として、暑さの厳しい村山地域を中心に親しまれてきたという。,"Summer vegetables and aromatics chopped fine and dressed in soy sauce, eaten raw — a Yamagata staple. It is said to have taken hold especially in the hot, humid Murayama basin as a quick dish for the busy farming season.",だし（山形県）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/dashi_yamagata.html,農林水産省「うちの郷土料理」,2026-09-08
sangohachi-zuke,三五八漬け,Sangohachi-zuke,Sangohachi-zuke — vegetables pickled in a rice-malt bed named for its 3:5:8 ratio,福島県,二本松市,37.5936,140.455,,ingredient,塩・麹・米を三対五対八の割合で混ぜた床に野菜を漬け込む、福島県二本松市周辺の麹漬け。江戸時代からのこうじ食品で、田植えの時期のおかずとして重宝されてきたという。,"Vegetables pickled in a bed of salt, rice malt, and rice mixed roughly 3:5:8 — a fermented-rice pickle from around Nihonmatsu, Fukushima. A koji food dating to the Edo period, it is said to have been valued as a ready-made side dish during the rice-planting season.",三五八漬け（福島県）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/30_14_fukushima.html,農林水産省「うちの郷土料理」,2026-09-08
rakkyou-zuke,らっきょう漬け,Rakkyou-zuke,Rakkyo-zuke — sweet-vinegared shallots grown in the sand dunes of Tottori,鳥取県,鳥取市福部町,35.5459,134.2934,,ingredient,らっきょうを塩漬けしたのち甘酢などに漬け込む、鳥取砂丘周辺の名産品。生命力が強く砂丘地でも育つらっきょうが、江戸時代の参勤交代で持ち帰られたのが栽培の始まりと伝わる。,"Shallots salted first, then steeped in sweet vinegar — a specialty of the sand dunes around Tottori. Hardy enough to grow in dune sand, the shallot is said to have arrived there when a feudal retainer brought it back from a trip to Edo.",らっきょう漬け（鳥取県）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/rakkyou_zuke_tottori.html,農林水産省「うちの郷土料理」,2026-09-08
kasuzuke,粕漬け,Kasuzuke,Kasuzuke — vegetables re-packed again and again in sake lees until they turn amber,,,,,,ingredient,塩漬けした野菜を熟成させた酒粕に繰り返し漬け替える漬物の総称。酒粕の糖分とうまみが染み込みあめ色に仕上がるとされ、酒蔵が多く酒粕を得やすい土地で古くから根づいてきたという。,"A family of pickles made by repacking salted vegetables again and again in aged sake lees. The lees' sugar and umami are said to seep in over time, turning the vegetable a deep amber — a method that took hold especially where sake breweries were plentiful.",漬物の種類：全日本漬物協同組合連合会,https://www.tsukemono-japan.org/about-tsukemono/types/,全日本漬物協同組合連合会,2026-09-08
nara-zuke,奈良漬け,Nara-zuke,Nara-zuke — melon repacked in sake lees until it turns the color of amber,奈良県,奈良市,34.6851,135.8048,,ingredient,塩漬けにしたしろうりなどを熟成させた酒粕に繰り返し漬け替える、粕漬けの代名詞とされる漬物。あめ色に仕上がるまで漬け替えを重ねる、手間のかかる製法で古くから知られている。,"Melon salted, then repacked again and again in aged sake lees — the pickle most closely identified with the whole kasuzuke family. It's known for the labor of repeated repacking until the flesh turns amber.",全国のご当地漬物：全日本漬物協同組合連合会,https://www.tsukemono-japan.org/about-tsukemono/local-tsukemono/,全日本漬物協同組合連合会,2026-09-08
moriguchi-zuke,守口漬け,Moriguchi-zuke,"Moriguchi-zuke — a meter-long daikon pickled whole in sake lees, a Nagoya specialty",愛知県,丹羽郡扶桑町,35.2867,136.9106,,ingredient,1メートルを超える細長い守口大根を丸ごと酒粕に漬け込む名古屋名物。愛知の伝統野菜かりもりと同じ、知多半島の醸造がさかんな土地の酒粕文化から生まれたとされる粕漬けの一つである。,"A slender daikon over a meter long, pickled whole in sake lees — a Nagoya specialty. Like kasuzuke made from the local kaimori melon, it is said to have grown out of the sake-lees culture of the nearby Chita peninsula.",かりもりの粕漬け（愛知県）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/karimorinokasuzuke_aichi.html,農林水産省「うちの郷土料理」,2026-09-08
tsubo-zuke,つぼ漬け,Tsubo-zuke,"Tsubo-zuke — sun-dried daikon pickled sweet, a Kagoshima side to curry rice",鹿児島県,,31.5966,130.5571,,ingredient,干した大根を甘めの味付けで漬け込む鹿児島の漬物。カレーライスの添え物としてもおなじみで、大根を原料にする漬物として東京のべったら漬けや秋田のいぶりがっこと並び語られることもあるという。,Sun-dried daikon pickled with a sweet edge — a Kagoshima specialty often served alongside curry rice. As a daikon-based pickle it's sometimes mentioned in the same breath as Tokyo's bettara-zuke and Akita's iburigakko.,全国のご当地漬物：全日本漬物協同組合連合会,https://www.tsukemono-japan.org/about-tsukemono/local-tsukemono/,全日本漬物協同組合連合会,2026-09-08
harihari-zuke,ハリハリ漬け,Harihari-zuke,"Harihari-zuke — thick-cut dried daikon pickled crisp in soy and kelp, from Miura",神奈川県,三浦市,35.1486,139.6178,,ingredient,切り干し大根より太く切った「割り干し大根」を醤油だれに漬け込む、三浦半島の郷土料理。パリパリとした歯ざわりが名の由来とされ、大根の名産地三浦市で古くからつくられてきたという。,"Daikon cut thicker than ordinary kiriboshi strips, dried, then pickled in a soy-based sauce — a Miura Peninsula specialty. Its name is said to echo the crisp ""hari-hari"" bite, developed in Miura, a daikon-growing region since the Edo period.",割り干し大根のはりはり漬け（神奈川県）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/35_14_kanagawa.html,農林水産省「うちの郷土料理」,2026-09-08
fukujin-zuke,福神漬け,Fukujin-zuke,"Fukujin-zuke — seven vegetables diced and steeped in soy sauce, curry rice's usual companion",東京都,,35.6762,139.6503,,ingredient,大根やなす、れんこんなど7種の野菜を刻んで醤油だれに漬け込む、東京生まれと伝わる漬物。船の食堂でチャツネの代わりに使われたのが縁で、カレーライスに添えられる定番の一品としても知られている。,"Seven kinds of vegetables — daikon, eggplant, lotus root among them — diced and steeped in a soy-based marinade. Said to have originated in Tokyo, it's best known today as curry rice's standard side.",全国のご当地漬物：全日本漬物協同組合連合会,https://www.tsukemono-japan.org/about-tsukemono/local-tsukemono/,全日本漬物協同組合連合会,2026-09-08
takuan,たくあん,Takuan,"Takuan — sun-dried daikon pickled in rice bran, Japan's everyday yellow pickle",,,,,,ingredient,干した大根を米ぬかと塩で漬け込む、糠漬けの代表格とされる漬物。江戸初期の僧沢庵宗彭が考案または好んで食べたとの説が広く知られ、土地ごとの大根の性質に合わせた型が各地に残っている。,"Sun-dried daikon pickled in rice bran and salt — the pickle most identified with the whole nuka-zuke family. Widely credited (among other accounts) to the early-Edo monk Takuan Soho, it takes a different shape in each region depending on the local daikon.",漬物の歴史：全日本漬物協同組合連合会,https://www.tsukemono-japan.org/about-tsukemono/history-tsukemono/,全日本漬物協同組合連合会,2026-09-08
nukazuke,ぬか漬け,Nukazuke,Nukazuke — vegetables (and sometimes fish) fermented in a living rice-bran bed,,,,,,ingredient,米ぬかに塩を加えた「ぬか床」に野菜などを漬け込む発酵漬物の総称。ぬか床の乳酸菌と酵母の働きで独特の酸味が生まれ、日々かき混ぜて育てる家庭の味として親しまれてきたという。,"Vegetables (and in some regions, fish) fermented in a nuka-doko — rice bran mixed with salt. Lactic bacteria and yeast in the bed give it a distinctive sourness, and the bed itself is stirred daily and passed down as a household's own particular flavor.",漬物の種類：全日本漬物協同組合連合会,https://www.tsukemono-japan.org/about-tsukemono/types/,全日本漬物協同組合連合会,2026-09-08
umeboshi,梅干し,Umeboshi,"Umeboshi — salt-cured, sun-dried plums with a sourness that cuts through everything",,,,,,ingredient,梅を塩に漬けたのち天日で干す、日本の食卓に古くからある保存食。和歌山県南部では年貢を逃れるためやせ地に自生していた梅の栽培が奨励され、産地として広がっていったと伝わる。,"Plums cured in salt, then sun-dried — one of Japan's oldest table preserves. In southern Wakayama, cultivation is said to have spread after wild plum trees on tax-exempt wasteland were deliberately encouraged as a way to ease the local tax burden.",梅干し（和歌山県）：うちの郷土料理,https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/search_menu/menu/umeboshi_wakayama.html,農林水産省「うちの郷土料理」,2026-09-08
