slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
cha-soba,茶そば,Cha Soba,Cha-soba — soba noodles kneaded with powdered green tea,,,,,,dish,そば粉の生地に抹茶や粉末の緑茶を練り込んだ変わりそば。うっすらとした緑色と茶葉の香りが加わる。文化文政期（1804〜30年）に柚子切りなどと並んで考案された、遊び心のあるそばの一つとされる。,"A kawari-soba made by kneading powdered green tea, often matcha, into the buckwheat dough. It takes on a faint green tint along with tea's own aroma. It is said to be one of the playful noodle variations devised during the Bunka-Bunsei era (1804–30), alongside yuzu-flavored soba.",変わりそば | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/33/,日本麺類業団体連合会,2026-09-12
yuzukiri,柚子切り,Yuzukiri,Yuzukiri — soba noodles kneaded with grated yuzu peel for a citrus aroma,,,,,,dish,そば粉の生地に柚子の皮をすりおろして練り込んだ変わりそば。柚子の香りがそばの香りに重なるのが持ち味とされる。文化文政期（1804〜30年）に茶そばなどと並んで考案された、遊び心のあるそばの一つという。,"A kawari-soba made by grating yuzu citrus peel into the buckwheat dough. The fruit's aroma is said to layer over buckwheat's own scent as the noodle's main appeal. It is said to be one of the playful variations devised during the Bunka-Bunsei era (1804–30), alongside cha-soba.",変わりそば | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/33/,日本麺類業団体連合会,2026-09-12
mori-zaru-soba,もりそばとざるそば,Mori Soba and Zaru Soba,"Mori soba and zaru soba — cold soba dipped in sauce, plain or crowned with nori",,,,,,dish,茹でて冷水で締めたそばをつゆにつけて食べる、冷たいそばの基本形。「もり」はつゆをかけずつける食べ方を区別する呼び名として広まり、「ざる」はそれより古く、竹ざるに盛ったことに由来するとされる。今は海苔の有無が主な違いという。,"The basic cold soba: noodles boiled and rinsed in cold water, then dipped in sauce. ""Mori"" is said to have spread as a name distinguishing the dip-and-eat style from pouring sauce directly over the noodles, while ""zaru,"" older still, is said to trace to noodles served on a bamboo strainer. Today the main difference is said to come down to whether nori is sprinkled on top.",もりそば | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/05/,日本麺類業団体連合会,2026-09-12
kake-soba,かけそば,Kake Soba,Kake soba — hot soba served directly in a bowl of broth,,,,,,dish,茹でたそばに直接つゆを注いで食べる、種物の基本形。室町期の文献にはつゆをつけずに直接かける食べ方への戒めが見られ、これが「ぶっかけ」の始まりとされる。江戸後期には男性的な食べ方として広まったという。,"Hot soba with broth poured directly over it, forming the base for every topped variety. A Muromachi-era text is said to warn against pouring sauce straight onto the noodles rather than dipping, which is taken as evidence that the practice — the root of what became bukkake — already existed. By the late Edo period, it is said to have spread as a more masculine way of eating soba.",そばの食べ方 | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/27/,日本麺類業団体連合会,2026-09-12
kamo-nanban,鴨南蛮,Kamo Nanban,Kamo nanban — hot soba topped with duck meat and scallion,,,,,,dish,かけそばに鴨肉とねぎをのせた種物。文化年間（1804〜18年）、江戸馬喰町の「笹屋」が最初に商品化したというのが定説とされる。「南蛮」はねぎを好んだ南方の人々を指す江戸時代の呼び名に由来するという。,"Kake soba topped with duck meat and scallion. The going account credits Sasaya, a soba shop at Bakurocho in Edo, with first putting it on the menu during the Bunka era (1804–18). ""Nanban"" is said to derive from an Edo-era term for southerners, reputed to favor scallion in their cooking.",鴨南蛮 | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/11/,日本麺類業団体連合会,2026-09-12
tororo-soba,とろろそば,Tororo Soba,Tororo soba — cold soba topped with grated mountain yam,,,,,,dish,すりおろした山の芋をもり汁でのばしたとろろをかけて食べるそば。江戸時代の『蕎麦全書』（1751年）には、山の芋をつなぎとして使う工夫も紹介されている。冷たいそばが本筋とされ、温めると粘りが弱まるという。,"Soba topped with grated mountain yam thinned with mori-style dipping sauce into a smooth tororo. A mid-18th-century text is said to describe mountain yam being worked into the dough itself as a binder. The dish is said to be built around cold noodles, since heat is said to weaken the yam's characteristic stickiness.",そばと山の芋 | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/48/,日本麺類業団体連合会,2026-09-12
tenpura-soba,天ぷらそば,Tenpura Soba,Tenpura soba — hot soba topped with deep-fried shrimp or other tempura,,,,,,dish,かけそばに天ぷらをのせた種物。文政10年（1827年）の川柳に詠まれており、少なくともそれ以前からそば屋で売られていたとされる。江戸時代は芝海老の天ぷらが主流で、昭和以降は車海老が主流になったという。,"Kake soba topped with deep-fried tempura. A senryu poem from 1827 is said to mention it, evidence that it was already sold at soba shops by then at the latest. In the Edo period, shiba shrimp was the standard tempura used, giving way to kuruma prawn from the Showa era onward, it is said.",天ぷらそば | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/32/,日本麺類業団体連合会,2026-09-12
sobagaki,そばがき,Sobagaki,"Sobagaki — a thick paste of buckwheat flour and hot water, eaten by the spoonful",,,,,,dish,そば粉を熱湯で練った、麺にしないそばの食べ方。醤油やわさび、つゆなどをつけてそのまま食べる。麺の形に切る「そば切り」が広まる以前は、そばといえばこの練った形が主流だったと語られる。,"Soba flour kneaded with hot water into a thick paste, eaten without ever being cut into noodle strands, dipped in soy sauce, wasabi, or broth. Before soba-kiri, the technique of cutting the dough into thin noodles, spread widely, this kneaded form is said to have been the standard way buckwheat was eaten.",手打ちそば | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/13/,日本麺類業団体連合会,2026-09-12
sobayu,そば湯,Sobayu,"Sobayu — the hot water soba is boiled in, drunk with leftover dipping sauce after the meal",,,,,,dish,もりそばを食べ終えたあと、残ったつゆに加えて飲む、そばの茹で汁。信州で始まった風習が江戸中期の寛延（1748〜51年）ごろに江戸へ広まったとされる。そばのタンパク質の約半分が溶け出ているという。,"The hot water soba noodles were boiled in, poured into the leftover dipping sauce and drunk once the meal is finished. The custom is said to have started in Shinshu and spread to Edo around the Kanen era (1748–51) in the mid-Edo period. Roughly half of soba's protein is said to dissolve into this water.",そば湯 | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/01/,日本麺類業団体連合会,2026-09-12
toshikoshi-soba,年越しそば,Toshikoshi Soba,"Toshikoshi soba — soba eaten on New Year's Eve, a custom tied to the turning year",,,,,,dish,大晦日の夜に食べる習慣のそば。「年取りそば」「大年そば」とも呼ばれる。細く長く伸びる形から長寿や家運の発展を願う説、切れやすさから一年の苦労を断ち切る説など、由来には複数の説があるとされる。,"Soba eaten on the night of New Year's Eve, also called toshitori-soba or omisoka-soba. Accounts of its origin vary — one ties the noodle's long, thin shape to a wish for long life and lasting fortune, another to the way soba snaps easily, said to cut off a year's hardships.",年越しそば | そばの散歩道,https://nichimen.or.jp/know/zatsugaku/21/,日本麺類業団体連合会,2026-09-12
