slug,name_ja,name_romaji,name_en,origin_pref,origin_city,lat,lng,primary_style,type,summary_ja,summary_en,source_title,source_url,source_publisher,source_accessed_at
dorayaki,どら焼き,Dorayaki,Dorayaki — two small pancakes sandwiching sweet bean paste,,,,,饅頭・焼き菓子,dish,カステラ生地に似た小さな丸い焼き皮二枚で餡を挟んだ菓子。打楽器の銅鑼に形が似ていることから名がついたとされるが由来には諸説あり、丸く厚みのある今の形が定着したのは大正期からと伝わる。,"Two small round pancakes, similar to castella batter, sandwiching sweet bean paste. The name is said to come from its resemblance to a dora gong, though accounts differ, and the thick, round form known today is said to have settled in only from the Taisho era.",うさぎや【台東区・上野広小路】東京三大どら焼きに数えられる、出来立てほど美味しさ増す極上「どらやき」,https://www.tokyo-np.co.jp/article/285453,東京新聞デジタル,2026-09-12
imagawayaki,今川焼き・大判焼き,Imagawayaki / Obanyaki,Imagawayaki / obanyaki — round batter cakes baked in a mold and filled with sweet bean paste,,,,,饅頭・焼き菓子,dish,円形の型に生地を流し込み、あんを挟んで焼き上げる菓子。江戸の今川橋近くの店で売り出されたのが名の由来という説があり、1777年刊の江戸の刊行物にすでに名が見えるとされる。,"Batter poured into round molds, filled with sweet bean paste, and baked closed. One account traces the name to a shop that sold it near Edo's Imagawa Bridge, and the name is said to already appear in an Edo-period publication from 1777.",今川焼き／いまがわやき,https://gogen-yurai.jp/imagawayaki/,語源由来辞典,2026-09-12
taiyaki,鯛焼き,Taiyaki,Taiyaki — a fish-shaped batter cake filled with sweet bean paste,,,,,饅頭・焼き菓子,dish,今川焼きの生地を鯛の形の型で焼いた菓子。明治後期、今川焼きの生地をめでたい魚の形にして焼く工夫が編み出されたのが始まりと伝わり、一匹ずつ焼く一丁焼きの店も今なお残るとされる。,"Imagawayaki batter baked in a fish-shaped mold. Said to have emerged in the late Meiji era when someone reworked imagawayaki's batter into the shape of an auspicious fish, and some shops are said to still bake one at a time in single molds.",浪花家総本店【港区・麻布十番】あんこを究め続けて113年。庶民のおやつであり続ける“たい焼きの金字塔”,https://www.tokyo-np.co.jp/article/185997,東京新聞デジタル,2026-09-12
onsen-manju,温泉饅頭,Onsen Manju,Onsen manju — a steamed bun colored and flavored to suit a hot-spring resort,群馬県,渋川市,36.4958,138.9236,饅頭・焼き菓子,dish,黒糖などで茶色く色づけた皮で餡を包み蒸した饅頭。伊香保温泉の湯の花まんじゅうが元祖の一つとされ、温泉の湯の色を映したような焼き色が特徴で、各地の温泉地で土産として広まったと伝わる。,"A steamed bun with a wrapper darkened with brown sugar, wrapped around sweet bean paste. The ""yunohana manju"" of Ikaho Onsen is said to be one of its originators, its brown color echoing the hue of the hot spring's water, and it is said to have spread as a souvenir across hot-spring resorts nationwide.",勝月堂の歴史,https://www.shougetsudo.net/history.php,勝月堂（伊香保温泉）,2026-09-12
joyo-manju,薯蕷饅頭,Joyo Manju,Joyo manju — a manju with a wrapper leavened using grated mountain yam,,,,,饅頭・焼き菓子,dish,すりおろした山芋を皮に練り込んで蒸す饅頭。もとは身分の高い者だけが口にできたことから「上用」の字が当てられたとされ、饅頭のなかでも技量が表れる型として祝儀・仏事に用いられるという。,"A manju whose wrapper is kneaded with grated mountain yam before steaming. Once eaten only by people of high status, it is said to have taken the characters for ""upper use,"" and is treated as a type that reveals a maker's skill, used for both celebrations and memorial services.",薯蕷饅頭（じょうよまんじゅう）,https://morihachi-shop.com/contents/1947/,森八,2026-09-12
kasutera,カステラ,Kasutera,"Kasutera — a tall, dense sponge cake introduced from Portugal via Nagasaki",長崎県,長崎市,32.7503,129.8779,饅頭・焼き菓子,dish,小麦粉と卵、砂糖と水飴だけで作る厚みのあるスポンジ状の焼き菓子。16世紀にポルトガルから長崎へ伝わった南蛮菓子が起源とされ、長崎の菓子職人が日本人の味覚に合わせて作り替えていったと伝わる。,"A tall, dense sponge cake made from just wheat flour, egg, sugar, and starch syrup. Said to descend from a nanban confection brought to Nagasaki from Portugal in the 16th century, later reworked by Nagasaki's confectioners to suit Japanese taste.",長崎カステラの歴史,https://shooken.com/history/,カステラ元祖 松翁軒,2026-09-12
yatsuhashi,八ツ橋,Yatsuhashi,"Yatsuhashi — a thin, hard-baked rice cracker curved like a koto bridge",京都府,京都市左京区,35.0177,135.7822,干菓子,dish,米粉に砂糖とシナモンを合わせて薄く焼き、反らせて固めた干菓子。箏の名手・八橋検校にちなみ、琴の形を模して作られたのが始まりと伝わり、聖護院の門前で売られたのが起こりとされる。,"A thin, hard-baked cracker of rice flour, sugar, and cinnamon, curved while still warm and left to harden. Named for the koto virtuoso Yatsuhashi Kengyo and shaped to resemble the instrument's bridge, it is said to have first been sold at the gate of Shogo-in temple.",聖護院八ッ橋について,https://shogoin.co.jp/yatsuhashi/,聖護院八ッ橋総本店,2026-09-12
nama-yatsuhashi,生八ツ橋,Nama Yatsuhashi,"Nama yatsuhashi — a soft, unbaked version of yatsuhashi, often folded around sweet filling",京都府,京都市左京区,35.0177,135.7822,その他,dish,八ツ橋の生地を焼かずに蒸したまま仕立てた、もちもちとした半生菓子。餡を包んで三角形に折るものが定着し、昭和35年の茶会で供されたことが京菓子として広まる契機になったと伝わる。,"The same yatsuhashi dough left unbaked and steamed instead, giving a soft, chewy sweet. Folded triangular versions filled with bean paste became the standard, and a 1960 tea gathering is said to have been the occasion that spread it as a Kyoto confection.",聖護院八ッ橋について,https://shogoin.co.jp/yatsuhashi/,聖護院八ッ橋総本店,2026-09-12
kibidango,きびだんご,Kibidango,Kibidango — a soft mochi confection associated with the Momotaro legend of Okayama,岡山県,岡山市,34.6551,133.9195,餅・団子,dish,求肥に似たもちもちとした食感の一口菓子。かつて黍の粉で作る素朴な団子だったものが、江戸期以降に茶席向けの菓子へ改良されたと伝わり、桃太郎伝説と結びついて土産菓子として知られるようになったという。,"A bite-sized, mochi-like confection with a soft, chewy texture. Once a simple dango made from millet flour, it is said to have been refined into a tea-ceremony sweet from the Edo period onward, later becoming known as a souvenir through its association with the Momotaro legend.",岡山に残る桃太郎伝説と結びつき、今や、この地を代表する菓子『きびだんご』,https://www.okayama-kanko.jp/feature/made_in_okayama/07,岡山観光WEB（岡山県観光連盟）,2026-09-12
neri-yokan,練り羊羹,Neri Yokan,"Neri yokan — a dense, firmly set, long-keeping form of yokan",,,,,羊羹・寒天,dish,餡と砂糖、寒天を長く練り上げて水分を飛ばし、ぎっしりと詰まった密度に仕上げる羊羹の型。江戸期に寒天が発見されたことで生まれたとされ、日持ちがよく土産物として街道筋に広まったと伝わる。,"A style of yokan worked down for a long time until moisture leaves and the paste sets into a dense, tightly packed block. Said to have emerged once agar was discovered in the Edo period, it kept well and is said to have spread along post roads as a travel souvenir.",和菓子の由来,https://www.wagashi.or.jp/monogatari/shiru/yurai/,全国和菓子協会,2026-09-12
mizu-yokan,水羊羹,Mizu Yokan,"Mizu yokan — a lighter, more translucent yokan with a higher water content",,,,,羊羹・寒天,dish,寒天と糖度を抑え、水分を多くしてなめらかに仕上げた羊羹の型。練り羊羹に比べて日持ちが短いため、かつては涼しい時期に作られてきたとされ、今は夏の涼菓としても親しまれているという。,"A style of yokan with less agar and sugar and more water, giving a smooth, light texture. It keeps for a shorter time than neri-yokan and was once said to be made mainly in cooler months, though today it is also enjoyed as a cooling summer treat.",和菓子の由来,https://www.wagashi.or.jp/monogatari/shiru/yurai/,全国和菓子協会,2026-09-12
monaka,最中,Monaka,Monaka — crisp wafer shells filled with sweet bean paste,,,,,その他,dish,もち米から作るパリッとした皮であんを挟んだ菓子。平安時代の和歌集に見える「最中の月」という表現に由来するとされ、丸い皮が満月に見立てられたことが名の起こりと伝わる。,"Crisp wafer shells made from glutinous rice, sandwiching sweet bean paste. Said to take its name from the phrase ""mochizuki no monaka"" — the midst of the full moon — in a Heian-era poetry anthology, its round wafer likened to the moon itself.",和菓子の由来,https://www.wagashi.or.jp/monogatari/shiru/yurai/,全国和菓子協会,2026-09-12
kintsuba,きんつば,Kintsuba,Kintsuba — a block of set bean paste coated thinly in batter and pan-fried,大阪府,大阪市,34.6937,135.5023,饅頭・焼き菓子,dish,寒天で固めた餡に薄く小麦粉の衣をつけて鉄板で焼く菓子。大阪で生まれた当初は「銀鍔」と呼ばれ、江戸に伝わって小麦粉の焼き色が金色に見えることから「きんつば」と呼ばれるようになったと伝わる。,"A block of agar-set bean paste dipped thinly in batter and pan-fried on each face. Born in Osaka as ""ginTsuba"" (silver sword-guard), it is said to have been renamed ""kintsuba"" (gold) once it reached Edo, where the flour coating browned to a golden color.",和菓子の由来,https://www.wagashi.or.jp/monogatari/shiru/yurai/,全国和菓子協会,2026-09-12
rakugan,落雁,Rakugan,"Rakugan — a dry, pressed sweet of sugar and grain flour, molded into shape",,,,,干菓子,dish,穀物の粉に砂糖と少量の水を混ぜ、木型に押し固めて乾かした干菓子。中国伝来の菓子「軟落甘」が由来とする説などがあり、口に入れるとほろりと崩れる食感と、木型の意匠の美しさが身上とされる。,"A dry, pressed sweet of grain flour and sugar bound with a touch of water, packed into a wooden mold and dried. One account traces the name to a Chinese confection called ""nanraku-kan""; the draw is a texture that crumbles softly in the mouth and the beauty of the mold's carved design.",和菓子の由来,https://www.wagashi.or.jp/monogatari/shiru/yurai/,全国和菓子協会,2026-09-12
konpeito,金平糖,Konpeito,Konpeito — small sugar candies studded with tiny nubs,,,,,干菓子,dish,砂糖の蜜をイラの実などの核にかけ続けて育てる、突起のある小さな球形の干菓子。16世紀にポルトガルから伝わった南蛮菓子の一つとされ、ポルトガル語で糖菓を意味する言葉が名の由来と伝わる。,"Tiny, spiky candy balls grown by repeatedly coating a seed core in sugar syrup. One of the nanban confections said to have arrived from Portugal in the 16th century, its name is said to derive from the Portuguese word for candy, ""confeito.""",金平糖が出来る仕組み－金平糖の語源・由来・なぜ角が出来るの？,https://www.sasakiseika.co.jp/f/konpeito,佐々木製菓,2026-09-12
karinto,かりんとう,Karinto,Karinto — crunchy fried dough sticks coated in a sugar glaze,,,,,干菓子,dish,小麦粉の生地を棒状にして揚げ、砂糖の蜜をからめたカリカリとした菓子。江戸中期の上菓子ブームのなかで生まれたとされ、深川あたりで天秤棒に担いで売り歩いたのが庶民に広まる始まりと伝わる。,"Sticks of wheat-flour dough deep-fried and coated in a sugar glaze, crunchy through and through. Said to have emerged amid an Edo-period boom in refined confections, it is said to have first reached ordinary people when vendors carried it through the Fukagawa district on shoulder poles.",かりんとうと砂糖,https://www.alic.go.jp/joho-s/joho07_000051.html,農畜産業振興機構（alic）,2026-09-12
senbei,煎餅,Senbei,Senbei — thin rice crackers baked or grilled until crisp,,,,,干菓子,dish,うるち米の粉を蒸して薄く延ばし、焼いて乾かした米菓。同じもち米のおかき・あられに対し、原料の米の違いで区別されるとされ、醤油や塩などで味付けする素朴な型が各地に根づいているという。,"A rice cracker made from steamed, thinly rolled non-glutinous rice flour, baked until crisp and dry. Distinguished from okaki and arare — both made from glutinous rice — mainly by this difference in rice, and seasoned simply with soy sauce or salt in forms rooted across the country.",米菓を知る,https://hokuetu.co.jp/beika/,株式会社北越,2026-09-12
okaki,おかき,Okaki,"Okaki — larger pieces of glutinous rice cracker, baked or fried until crisp",,,,,干菓子,dish,もち米を蒸して固めた餅を割り、焼くか揚げるかして作る米菓。鏡餅を手や槌で割って食べたのが始まりとされ、刃物を使わず欠いたことから「おかき」と呼ばれるようになったと伝わる。,"A rice cracker made by breaking pounded glutinous rice mochi into pieces and baking or frying them crisp. Said to have begun with breaking a kagami mochi by hand or mallet to eat, the name ""okaki"" is said to come from breaking it without a blade.",米菓を知る,https://hokuetu.co.jp/beika/,株式会社北越,2026-09-12
arare,あられ,Arare,"Arare — small, bite-sized pieces of glutinous rice cracker",,,,,干菓子,dish,もち米の餅を細かく刻んで焼くか揚げるかした、一口サイズの米菓。鍋で炒る音や跳ねる様子が空から降るあられに似ていることが名の由来とされ、宮中の歯固めの儀式と結びつく説もあるという。,"Tiny, bite-sized pieces of glutinous rice cracker, baked or fried. The name is said to come from the sound and motion of the pieces popping in the pan, resembling hail falling from the sky, and one account ties it to a court tooth-hardening ritual.",米菓を知る,https://hokuetu.co.jp/beika/,株式会社北越,2026-09-12
zenzai,ぜんざい,Zenzai,"Zenzai — a bowl of sweet red beans, thick and only lightly soupy, with mochi",島根県,出雲市,35.3667,132.7625,その他,dish,小豆を甘く煮て餅を沈めた汁物。出雲地方の神在祭で振る舞われた「神在餅」がなまって「ぜんざい」になったとする説があり、関東と関西で汁気やあんの粒・こしの定義が入れ替わるとされる。,"A bowl of sweetened red beans with mochi. One account traces ""zenzai"" to ""jinzai-mochi,"" served at Izumo's Kamiari festival, its name slurred into ""zenzai""; the definition of the dish is said to flip between chunky and smooth, thick and soupy, in Kanto versus Kansai.",関西のぜんざい、関東ではおしるこ 呼び方なぜ違う,https://www.nikkei.com/article/DGXNASJB0702P_X01C13A1AA1P00/,日本経済新聞,2026-09-12
oshiruko,おしるこ,Oshiruko,Oshiruko — a soupier bowl of sweet red bean broth with mochi,,,,,その他,dish,小豆をこして作った汁気の多い餡に、餅や白玉を沈めた温かい菓子。関西ではこしあんの汁物を指すのに対し、関東では汁気のある小豆の菓子全般を指すなど、ぜんざいとの呼び分けが地域で異なるとされる。,"A soupier, sweetened red-bean broth, strained smooth, with mochi or rice dumplings sunk in the bowl. In Kansai it specifically means a smooth-paste soup, while in Kanto the word can cover sweet red-bean dishes more broadly — the line drawn against zenzai is said to shift by region.",関西のぜんざい、関東ではおしるこ 呼び方なぜ違う,https://www.nikkei.com/article/DGXNASJB0702P_X01C13A1AA1P00/,日本経済新聞,2026-09-12
anmitsu,あんみつ,Anmitsu,"Anmitsu — cubes of agar jelly with fruit, beans, and bean paste in syrup",東京都,中央区,35.6717,139.765,羊羹・寒天,dish,賽の目に切った寒天に、赤えんどう豆や餡、黒蜜をのせた甘味。もとは蜜と豆だけの「みつ豆」に、昭和初期の銀座の甘味処が自家製の餡をのせたのが始まりと伝わり、和菓子と喫茶文化が交わった型とされる。,"Cubes of agar jelly topped with red peas, sweet bean paste, and dark syrup. Said to have begun when a Ginza sweets shop in the early Showa era added its own bean paste to the simpler ""mitsumame"" — jelly and peas in syrup — marking a point where wagashi met café culture.",若松のご紹介,http://ginza-wakamatsu.co.jp/about/,銀座若松,2026-09-12
nerikiri,練り切り,Nerikiri,"Nerikiri — a soft, moldable bean-paste sweet worked into seasonal shapes",,,,,その他,dish,白あんに求肥や山芋などのつなぎを練り込み、四季の花や風物を模して仕立てる上生菓子。手や道具だけで形を作るため職人の技量が直に表れるとされ、茶席で二、三日のうちに食べる生菓子として扱われている。,"White bean paste worked with gyuhi or grated yam as a binder, then shaped by hand into seasonal motifs — flowers, leaves, scenery. Since the shape is formed purely by hand and simple tools, it is said to show a maker's skill directly, and is treated as a fresh sweet meant to be eaten within a couple of days.",和菓子の種類,https://www.wagashi.or.jp/monogatari/shiru/syurui/,全国和菓子協会,2026-09-12
suhama,州浜,Suhama,"Suhama — a dense, kneaded dry sweet of roasted soybean flour and sugar",京都府,京都市,35.0116,135.7681,干菓子,dish,大豆などの粉に水飴を加えて練り上げた干菓子。切り口の模様が海辺の州浜紋に似ていることから名がついたと伝わり、鎌倉時代の京都で考案されたという説があるほろほろとした食感の型とされる。,"A dry sweet of soybean flour worked with starch syrup into a dense, kneaded block. Said to be named for its cut cross-section resembling the ""suhama"" sandbar crest motif, one account traces its invention to Kyoto in the Kamakura period.",すはまを残したいという気持ちで引き継いだお店。360年の歴史があるすはま作りに挑戦した若き店主,https://relay.town/magazine/suhamaya/,relay Magazine,2026-09-12
sanshoku-dango,三色団子,Sanshoku Dango,"Sanshoku dango — three-colored dango skewered in pink, white, and green",京都府,京都市伏見区,34.9515,135.8225,餅・団子,dish,桃色・白・緑の三色を一串に並べた団子。安土桃山時代、京都の醍醐寺で催された花見の席で、豊臣秀吉が女性も楽しめる彩りの団子を考案させたのが始まりという説が伝わる型とされる。,"Dango in pink, white, and green skewered together on one stick. One account traces it to a flower-viewing party held at Kyoto's Daigo-ji temple in the Azuchi-Momoyama period, where Toyotomi Hideyoshi is said to have had colorful dango made for the women in attendance.",三色団子の由来！【ピンク、白、緑】それぞれの色の意味や味の違いを解説！,https://www.nihon-kashi.ac.jp/campuslife/blog/1049/,日本菓子専門学校,2026-09-12
kaminari-okoshi,雷おこし,Kaminari Okoshi,Kaminari okoshi — puffed rice and peanuts pressed into a bar with sugar syrup,東京都,台東区,35.7148,139.7967,干菓子,dish,蒸して乾燥させた米を炒って膨らませ、水飴や砂糖で固めた干菓子。寛政七年に浅草寺の雷門が再建された際、名物として売り出されたのが始まりと伝わり、浅草の門前菓子として定着したとされる。,"Puffed, roasted rice bound with starch syrup and sugar into a bar. Said to have first been sold as a specialty when Sensoji Temple's Thunder Gate was rebuilt in 1795, it is said to have settled in as a confection of the temple's approach.",和菓子「おこし」の起源,https://www.dwc.doshisha.ac.jp/research/faculty_column/17944,同志社女子大学,2026-09-12
iwa-okoshi,岩おこし,Iwa Okoshi,"Iwa okoshi — a harder, denser puffed-rice bar sweetened with brown sugar",大阪府,大阪市,34.6685,135.5023,干菓子,dish,膨らませた米に黒砂糖などを加え、岩のように硬く板状に固めた干菓子。大阪道頓堀の粟おこしを改良し、米と黒砂糖を使って硬い歯ざわりに仕立てたのが始まりと伝わり、その硬さが評判を呼んだとされる。,"Puffed rice bound with brown sugar into a hard, rock-like bar. Said to have begun as an improvement on Dotonbori's awa okoshi (made from millet), using rice and brown sugar for a much harder bite that drew attention for its firmness.",和菓子「おこし」の起源,https://www.dwc.doshisha.ac.jp/research/faculty_column/17944,同志社女子大学,2026-09-12
nanbu-senbei,南部せんべい,Nanbu Senbei,"Nanbu senbei — a thick, plain wheat-flour cracker baked in a round iron mold",青森県,八戸市,40.5122,141.4883,干菓子,dish,小麦粉に塩と水を加え、丸い鉄型で焼いた厚みのある煎餅。冷害の多かった南部地方で米に頼らない保存食として各家庭で焼かれてきたと伝わり、青森・岩手の両県にまたがる郷土の味とされる。,"A thick, plain cracker of wheat flour, salt, and water, baked in a round iron mold. Said to have been baked at home across the old Nanbu domain — a region often hit by cold-weather crop failures — as a keeping food that didn't rely on rice, it is claimed as a local staple by both Aomori and Iwate prefectures.",南部せんべいの巖手屋とは？,https://iwateya-shop.jp/iwateya-history,巖手屋,2026-09-12
